!date time U10 V10 air_pressure air_temperature relative_humidity cloud_cover short_wave
2018-01-01 00:00:00 2.166 -5.755 10000.000 -9.308 65.024 0.922 0.000
2018-01-01 01:00:00 2.647 -5.247 10000.000 -8.507 60.935 0.780 0.000
2018-01-01 02:00:00 3.085 -4.580 10000.000 -9.213 63.525 0.623 0.000
2018-01-01 03:00:00 2.866 -4.975 10000.000 -9.387 64.361 0.738 0.000
2018-01-01 04:00:00 4.667 -4.597 10000.000 -9.726 68.242 0.688 0.000
2018-01-01 05:00:00 4.874 -3.121 10000.000 -9.920 73.767 0.882 0.000
2018-01-01 06:00:00 6.574 -2.343 10000.000 -10.023 73.725 0.536 0.000
2018-01-01 07:00:00 5.812 -3.130 10000.000 -10.277 75.203 0.447 0.000
2018-01-01 08:00:00 5.731 -3.178 10000.000 -10.425 75.736 0.326 0.000
2018-01-01 09:00:00 6.475 -3.179 10000.000 -10.159 75.283 0.476 0.000
2018-01-01 10:00:00 7.474 -1.755 10000.000 -9.352 74.560 0.476 0.000
2018-01-01 11:00:00 7.206 -1.323 10000.000 -9.330 74.755 0.801 0.000
2018-01-01 12:00:00 8.237 -2.044 10000.000 -9.225 77.824 0.801 0.000
2018-01-01 13:00:00 9.209 0.368 10000.000 -9.886 84.131 0.861 0.000
2018-01-01 14:00:00 10.284 2.504 10000.000 -8.828 81.157 1.000 30.512
2018-01-01 15:00:00 11.256 0.816 10000.000 -8.414 77.335 0.888 113.280
2018-01-01 16:00:00 10.437 -2.603 10000.000 -9.583 82.605 0.938 141.063
2018-01-01 17:00:00 11.064 -3.907 10000.000 -9.726 79.434 1.000 124.810
2018-01-01 18:00:00 10.082 -4.001 10000.000 -9.777 78.937 1.000 124.867
2018-01-01 19:00:00 9.865 -4.248 10000.000 -9.527 77.268 0.863 176.054
2018-01-01 20:00:00 9.908 -3.295 10000.000 -9.500 77.551 0.889 113.472
2018-01-01 21:00:00 9.295 -4.123 10000.000 -8.957 73.394 0.858 51.333
2018-01-01 22:00:00 8.968 -4.133 10000.000 -8.919 71.395 0.790 0.000
2018-01-01 23:00:00 8.805 -2.500 10000.000 -9.130 76.476 0.950 0.000
2018-01-02 00:00:00 8.357 -2.690 10000.000 -9.276 76.852 0.950 0.000
2018-01-02 01:00:00 9.414 -2.189 10000.000 -8.798 75.069 1.000 0.000
2018-01-02 02:00:00 8.866 -2.360 10000.000 -9.159 76.592 0.950 0.000
2018-01-02 03:00:00 9.447 -2.714 10000.000 -9.010 76.853 1.000 0.000
2018-01-02 04:00:00 8.996 -2.635 10000.000 -8.899 76.820 1.000 0.000
2018-01-02 05:00:00 8.539 -2.460 10000.000 -8.941 76.575 1.000 0.000
2018-01-02 06:00:00 9.343 -0.321 10000.000 -9.045 79.585 1.000 0.000
2018-01-02 07:00:00 10.528 1.057 10000.000 -9.475 85.087 1.000 0.000
2018-01-02 08:00:00 11.500 1.604 10000.000 -8.496 79.022 1.000 0.000
2018-01-02 09:00:00 11.701 2.836 10000.000 -8.662 78.505 1.000 0.000
2018-01-02 10:00:00 10.242 2.558 10000.000 -8.828 78.344 0.900 0.000
2018-01-02 11:00:00 9.701 2.975 10000.000 -8.659 78.546 0.900 0.000
2018-01-02 12:00:00 11.365 3.292 10000.000 -8.547 77.602 0.950 0.000
2018-01-02 13:00:00 12.288 3.780 10000.000 -8.484 77.802 1.000 0.000
2018-01-02 14:00:00 14.295 3.446 10000.000 -8.489 77.123 1.000 30.526
2018-01-02 15:00:00 14.030 4.679 10000.000 -8.704 78.525 0.872 118.330
2018-01-02 16:00:00 14.630 3.739 10000.000 -8.885 75.486 0.623 245.408
2018-01-02 17:00:00 14.077 4.785 10000.000 -8.385 71.960 0.334 322.702
2018-01-02 18:00:00 14.998 3.108 10000.000 -8.096 71.630 0.275 327.029
2018-01-02 19:00:00 14.160 4.023 10000.000 -7.786 68.536 0.275 280.435
2018-01-02 20:00:00 13.591 4.225 10000.000 -7.288 64.333 0.275 193.614
2018-01-02 21:00:00 13.030 5.080 10000.000 -7.276 56.614 0.274 82.021
2018-01-02 22:00:00 12.561 4.831 10000.000 -7.607 62.012 0.274 0.000
2018-01-02 23:00:00 12.232 4.715 10000.000 -7.921 63.128 0.224 0.000
2018-01-03 00:00:00 12.675 4.663 10000.000 -8.381 64.431 0.151 0.000
2018-01-03 01:00:00 12.328 4.713 10000.000 -8.651 65.506 0.150 0.000
2018-01-03 02:00:00 10.706 4.717 10000.000 -8.854 66.115 0.150 0.000
2018-01-03 03:00:00 11.383 4.941 10000.000 -9.025 66.335 0.200 0.000
2018-01-03 04:00:00 9.763 5.344 10000.000 -9.399 68.385 0.200 0.000
2018-01-03 05:00:00 10.267 4.624 10000.000 -9.619 69.804 0.151 0.000
2018-01-03 06:00:00 8.174 4.898 10000.000 -9.750 70.058 0.172 0.000
2018-01-03 07:00:00 8.723 4.990 10000.000 -9.609 70.686 0.305 0.000
2018-01-03 08:00:00 7.676 5.218 10000.000 -9.433 70.812 0.318 0.000
2018-01-03 09:00:00 7.947 6.605 10000.000 -9.169 70.807 0.286 0.000
2018-01-03 10:00:00 8.131 4.855 10000.000 -9.163 72.118 0.282 0.000
2018-01-03 11:00:00 7.407 5.603 10000.000 -8.972 71.656 0.151 0.000
2018-01-03 12:00:00 8.201 5.937 10000.000 -8.865 70.423 0.200 0.000
2018-01-03 13:00:00 6.890 6.439 10000.000 -8.666 69.680 0.350 0.000
2018-01-03 14:00:00 8.300 7.816 10000.000 -8.063 66.457 0.828 54.282
2018-01-03 15:00:00 7.289 5.879 10000.000 -7.268 63.339 0.950 93.020
2018-01-03 16:00:00 6.799 6.727 10000.000 -6.176 51.569 0.932 145.004
2018-01-03 17:00:00 7.643 5.840 10000.000 -5.686 52.457 1.000 125.706
2018-01-03 18:00:00 7.507 7.082 10000.000 -5.477 53.071 1.000 126.034
2018-01-03 19:00:00 8.462 5.737 10000.000 -5.286 53.769 1.000 108.266
2018-01-03 20:00:00 8.319 5.405 10000.000 -4.970 55.153 1.000 75.010
2018-01-03 21:00:00 8.767 4.613 10000.000 -5.086 59.263 1.000 32.160
2018-01-03 22:00:00 8.370 3.091 10000.000 -5.187 64.353 1.000 0.000
2018-01-03 23:00:00 10.313 3.974 10000.000 -5.356 74.309 1.000 0.000
2018-01-04 00:00:00 10.407 3.773 10000.000 -5.706 77.271 1.000 0.000
2018-01-04 01:00:00 11.513 2.153 10000.000 -5.909 79.643 1.000 0.000
2018-01-04 02:00:00 11.886 1.664 10000.000 -6.244 80.782 1.000 0.000
2018-01-04 03:00:00 8.924 0.576 10000.000 -7.250 84.491 0.950 0.000
2018-01-04 04:00:00 8.356 -0.813 10000.000 -6.580 82.124 1.000 0.000
2018-01-04 05:00:00 7.699 -1.138 10000.000 -6.519 83.138 1.000 0.000
2018-01-04 06:00:00 6.293 -3.483 10000.000 -6.606 80.664 0.990 0.000
2018-01-04 07:00:00 4.464 -6.634 10000.000 -6.748 81.587 0.989 0.000
2018-01-04 08:00:00 4.104 -6.913 10000.000 -7.367 80.045 0.846 0.000
2018-01-04 09:00:00 3.914 -6.644 10000.000 -7.953 78.763 0.877 0.000
2018-01-04 10:00:00 3.698 -7.194 10000.000 -8.380 77.448 0.950 0.000
2018-01-04 11:00:00 4.179 -6.848 10000.000 -8.728 75.781 0.869 0.000
2018-01-04 12:00:00 3.775 -7.105 10000.000 -9.129 78.295 0.950 0.000
2018-01-04 13:00:00 3.920 -7.632 10000.000 -9.064 79.361 1.000 0.000
2018-01-04 14:00:00 3.716 -8.238 10000.000 -9.149 78.878 0.950 38.746
2018-01-04 15:00:00 3.903 -9.449 10000.000 -9.069 76.713 0.900 110.349
2018-01-04 16:00:00 5.431 -9.228 10000.000 -9.416 76.278 0.851 182.343
2018-01-04 17:00:00 5.261 -9.097 10000.000 -9.450 76.620 0.851 213.756
2018-01-04 18:00:00 6.018 -9.039 10000.000 -9.367 73.217 0.851 214.323
2018-01-04 19:00:00 5.659 -8.034 10000.000 -9.498 74.503 0.810 200.175
2018-01-04 20:00:00 6.750 -9.015 10000.000 -9.762 73.811 0.761 150.532
2018-01-04 21:00:00 5.977 -9.014 10000.000 -10.036 75.631 0.690 71.134
2018-01-04 22:00:00 6.193 -8.201 10000.000 -10.524 75.908 0.623 0.000
2018-01-04 23:00:00 7.124 -7.784 10000.000 -11.063 76.053 0.619 0.000
2018-01-05 00:00:00 6.226 -8.826 10000.000 -10.928 75.279 0.672 0.000
2018-01-05 01:00:00 5.675 -7.600 10000.000 -11.684 76.973 0.711 0.000
2018-01-05 02:00:00 6.381 -7.748 10000.000 -11.682 77.561 0.789 0.000
2018-01-05 03:00:00 5.602 -7.867 10000.000 -11.741 74.475 0.721 0.000
2018-01-05 04:00:00 7.049 -6.550 10000.000 -12.241 75.858 0.721 0.000
2018-01-05 05:00:00 6.595 -6.540 10000.000 -12.737 77.545 0.665 0.000
2018-01-05 06:00:00 5.838 -6.692 10000.000 -12.906 80.014 0.535 0.000
2018-01-05 07:00:00 6.184 -6.434 10000.000 -13.203 78.130 0.656 0.000
2018-01-05 08:00:00 5.251 -7.111 10000.000 -13.227 79.850 0.665 0.000
2018-01-05 09:00:00 6.536 -6.143 10000.000 -13.296 80.795 0.535 0.000
2018-01-05 10:00:00 6.813 -5.582 10000.000 -13.382 82.051 0.756 0.000
2018-01-05 11:00:00 6.742 -5.616 10000.000 -13.351 82.431 0.756 0.000
2018-01-05 12:00:00 7.203 -5.623 10000.000 -13.446 83.629 0.701 0.000
2018-01-05 13:00:00 6.996 -5.593 10000.000 -12.852 80.111 0.651 0.000
2018-01-05 14:00:00 7.183 -5.609 10000.000 -12.645 79.394 0.584 72.481
2018-01-05 15:00:00 7.684 -5.138 10000.000 -12.904 79.832 0.533 179.287
2018-01-05 16:00:00 7.802 -3.921 10000.000 -12.481 78.375 0.589 253.656
2018-01-05 17:00:00 8.806 -4.739 10000.000 -12.166 76.707 0.639 287.149
2018-01-05 18:00:00 8.075 -5.165 10000.000 -11.757 74.410 0.522 310.007
2018-01-05 19:00:00 8.949 -4.982 10000.000 -11.758 73.099 0.571 260.498
2018-01-05 20:00:00 8.506 -4.575 10000.000 -11.659 71.351 0.571 181.783
2018-01-05 21:00:00 8.211 -4.300 10000.000 -12.098 71.028 0.623 77.190
2018-01-05 22:00:00 7.845 -4.161 10000.000 -11.728 69.362 0.562 0.000
2018-01-05 23:00:00 8.152 -4.476 10000.000 -12.252 70.921 0.603 0.000
2018-01-06 00:00:00 8.270 -5.093 10000.000 -13.082 72.542 0.732 0.000
2018-01-06 01:00:00 8.292 -6.342 10000.000 -13.114 71.200 0.564 0.000
2018-01-06 02:00:00 8.627 -7.099 10000.000 -12.782 70.321 0.733 0.000
2018-01-06 03:00:00 8.492 -4.296 10000.000 -12.453 70.309 0.671 0.000
2018-01-06 04:00:00 8.378 -5.947 10000.000 -12.410 70.829 0.950 0.000
2018-01-06 05:00:00 7.489 -6.078 10000.000 -12.711 69.557 0.861 0.000
2018-01-06 06:00:00 8.098 -5.463 10000.000 -13.365 73.674 0.623 0.000
2018-01-06 07:00:00 8.066 -4.431 10000.000 -13.432 76.465 0.551 0.000
2018-01-06 08:00:00 7.354 -4.654 10000.000 -13.386 75.173 0.391 0.000
2018-01-06 09:00:00 7.442 -5.166 10000.000 -13.573 76.739 0.322 0.000
2018-01-06 10:00:00 7.601 -3.740 10000.000 -13.528 76.663 0.400 0.000
2018-01-06 11:00:00 7.245 -5.627 10000.000 -13.500 76.382 0.322 0.000
2018-01-06 12:00:00 7.124 -3.490 10000.000 -13.239 74.716 0.361 0.000
2018-01-06 13:00:00 6.051 -5.608 10000.000 -13.447 76.662 0.330 0.000
2018-01-06 14:00:00 8.347 -5.843 10000.000 -13.244 78.455 0.330 79.794
2018-01-06 15:00:00 7.654 -4.718 10000.000 -12.565 75.632 0.492 183.329
2018-01-06 16:00:00 6.055 -6.539 10000.000 -11.212 73.968 0.480 268.742
2018-01-06 17:00:00 6.192 -7.297 10000.000 -10.843 72.257 0.430 320.654
2018-01-06 18:00:00 6.667 -3.595 10000.000 -11.330 67.856 0.458 319.672
2018-01-06 19:00:00 6.118 -4.189 10000.000 -11.227 67.388 0.501 271.724
2018-01-06 20:00:00 5.476 -5.467 10000.000 -11.142 66.638 0.427 195.231
2018-01-06 21:00:00 5.349 -4.497 10000.000 -11.166 68.275 0.554 82.563
2018-01-06 22:00:00 4.481 -3.530 10000.000 -11.464 66.325 0.486 0.000
2018-01-06 23:00:00 4.422 -2.695 10000.000 -12.577 71.944 0.486 0.000
2018-01-07 00:00:00 4.365 -2.198 10000.000 -13.196 73.248 0.284 0.000
2018-01-07 01:00:00 3.863 -1.985 10000.000 -13.619 75.059 0.185 0.000
2018-01-07 02:00:00 4.262 0.056 10000.000 -14.374 80.210 0.335 0.000
2018-01-07 03:00:00 5.192 2.344 10000.000 -12.203 78.909 0.496 0.000
2018-01-07 04:00:00 4.751 3.443 10000.000 -12.114 77.103 0.342 0.000
2018-01-07 05:00:00 3.257 4.651 10000.000 -12.443 78.471 0.050 0.000
2018-01-07 06:00:00 3.881 5.569 10000.000 -11.687 80.234 0.050 0.000
2018-01-07 07:00:00 1.802 5.582 10000.000 -11.731 80.133 0.000 0.000
2018-01-07 08:00:00 3.948 6.096 10000.000 -11.858 80.688 0.000 0.000
2018-01-07 09:00:00 4.098 6.137 10000.000 -11.667 81.826 0.000 0.000
2018-01-07 10:00:00 3.734 6.703 10000.000 -11.212 79.178 0.100 0.000
2018-01-07 11:00:00 3.195 7.196 10000.000 -10.889 78.223 0.228 0.000
2018-01-07 12:00:00 3.611 7.743 10000.000 -10.243 75.293 0.497 0.000
2018-01-07 13:00:00 4.848 8.239 10000.000 -9.967 75.057 0.556 0.000
2018-01-07 14:00:00 4.682 10.017 10000.000 -9.608 74.654 0.677 68.240
2018-01-07 15:00:00 5.442 10.759 10000.000 -8.650 72.739 0.699 160.115
2018-01-07 16:00:00 6.237 9.318 10000.000 -7.631 65.976 0.783 209.642
2018-01-07 17:00:00 4.997 9.328 10000.000 -6.639 59.635 0.892 196.019
2018-01-07 18:00:00 5.822 10.841 10000.000 -5.664 55.210 0.938 170.553
2018-01-07 19:00:00 5.524 9.361 10000.000 -4.764 49.928 0.938 147.548
2018-01-07 20:00:00 5.076 11.913 10000.000 -4.409 51.862 0.932 105.859
2018-01-07 21:00:00 5.213 10.270 10000.000 -3.888 50.663 0.932 47.654
2018-01-07 22:00:00 4.477 11.442 10000.000 -3.384 52.858 1.000 0.000
2018-01-07 23:00:00 5.239 11.776 10000.000 -3.078 50.408 1.000 0.000
2018-01-08 00:00:00 5.285 10.911 10000.000 -1.823 55.048 1.000 0.000
2018-01-08 01:00:00 5.784 10.896 10000.000 -1.378 59.492 1.000 0.000
2018-01-08 02:00:00 5.470 10.877 10000.000 -1.206 61.808 1.000 0.000
2018-01-08 03:00:00 4.812 10.230 10000.000 -0.369 64.262 1.000 0.000
2018-01-08 04:00:00 4.490 9.300 10000.000 -0.448 66.363 1.000 0.000
2018-01-08 05:00:00 5.929 8.039 10000.000 0.015 63.269 1.000 0.000
2018-01-08 06:00:00 4.222 7.708 10000.000 0.211 63.834 1.000 0.000
2018-01-08 07:00:00 3.403 7.870 10000.000 0.375 67.527 1.000 0.000
2018-01-08 08:00:00 2.688 9.142 10000.000 0.275 77.911 1.000 0.000
2018-01-08 09:00:00 3.174 9.800 10000.000 0.151 85.415 1.000 0.000
2018-01-08 10:00:00 3.506 9.156 10000.000 0.282 89.255 1.000 0.000
2018-01-08 11:00:00 5.307 7.982 10000.000 0.367 93.361 1.000 0.000
2018-01-08 12:00:00 7.243 8.873 10000.000 0.395 94.638 1.000 0.000
2018-01-08 13:00:00 7.490 8.157 10000.000 0.587 94.449 1.000 0.000
2018-01-08 14:00:00 8.000 7.384 10000.000 0.800 94.334 1.000 31.359
2018-01-08 15:00:00 8.017 5.717 10000.000 0.863 94.904 1.000 75.115
2018-01-08 16:00:00 9.837 6.182 10000.000 1.290 94.706 1.000 109.622
2018-01-08 17:00:00 9.929 5.109 10000.000 1.228 94.991 1.000 128.761
2018-01-08 18:00:00 10.262 4.135 10000.000 1.267 95.230 1.000 129.746
2018-01-08 19:00:00 9.379 3.650 10000.000 1.189 95.011 1.000 112.445
2018-01-08 20:00:00 9.971 3.830 10000.000 1.245 95.224 0.960 96.299
2018-01-08 21:00:00 9.629 4.097 10000.000 1.249 91.936 0.790 68.675
2018-01-08 22:00:00 8.894 3.727 10000.000 1.212 90.429 0.740 0.000
2018-01-08 23:00:00 9.372 4.513 10000.000 1.222 89.334 0.740 0.000
2018-01-09 00:00:00 9.129 5.489 10000.000 1.210 88.628 0.722 0.000
2018-01-09 01:00:00 8.789 4.442 10000.000 1.074 89.073 0.479 0.000
2018-01-09 02:00:00 7.964 2.672 10000.000 1.237 87.283 0.347 0.000
2018-01-09 03:00:00 8.413 2.261 10000.000 1.031 87.811 0.220 0.000
2018-01-09 04:00:00 8.834 1.826 10000.000 0.739 87.412 0.260 0.000
2018-01-09 05:00:00 8.759 1.918 10000.000 0.540 87.464 0.291 0.000
2018-01-09 06:00:00 8.575 2.540 10000.000 0.130 89.134 0.272 0.000
2018-01-09 07:00:00 9.087 2.218 10000.000 -0.194 90.377 0.172 0.000
2018-01-09 08:00:00 8.318 1.874 10000.000 -0.443 91.221 0.172 0.000
2018-01-09 09:00:00 8.057 2.041 10000.000 -0.520 91.201 0.293 0.000
2018-01-09 10:00:00 7.778 1.662 10000.000 -0.821 91.811 0.321 0.000
2018-01-09 11:00:00 7.482 0.996 10000.000 -1.025 92.839 0.744 0.000
2018-01-09 12:00:00 7.807 0.787 10000.000 -1.183 92.190 0.740 0.000
2018-01-09 13:00:00 6.821 0.571 10000.000 -1.088 92.782 0.790 0.000
2018-01-09 14:00:00 6.295 0.578 10000.000 -1.082 91.791 0.740 64.567
2018-01-09 15:00:00 6.256 0.757 10000.000 -0.686 91.012 0.740 154.248
2018-01-09 16:00:00 6.024 0.202 10000.000 -0.273 90.409 0.820 198.544
2018-01-09 17:00:00 6.043 -0.028 10000.000 -0.113 89.565 0.870 209.567
2018-01-09 18:00:00 5.705 0.511 10000.000 0.035 87.267 0.834 229.275
2018-01-09 19:00:00 5.233 0.492 10000.000 0.028 88.147 0.790 215.424
2018-01-09 20:00:00 3.602 0.298 10000.000 0.110 86.345 0.790 152.566
2018-01-09 21:00:00 3.259 0.272 10000.000 0.020 87.810 0.722 77.380
2018-01-09 22:00:00 -1.754 -2.275 10000.000 -0.345 87.726 0.592 0.000
2018-01-09 23:00:00 -0.733 3.988 10000.000 -0.808 90.489 0.670 0.000
2018-01-10 00:00:00 -2.365 3.435 10000.000 -1.174 88.978 0.299 0.000
2018-01-10 01:00:00 -4.120 2.724 10000.000 -1.270 88.998 0.606 0.000
2018-01-10 02:00:00 -3.557 2.968 10000.000 -1.509 88.425 0.416 0.000
2018-01-10 03:00:00 -1.835 3.947 10000.000 -2.371 90.391 0.181 0.000
2018-01-10 04:00:00 -1.775 3.840 10000.000 -2.133 88.985 0.161 0.000
2018-01-10 05:00:00 -3.709 2.963 10000.000 -2.606 89.311 0.135 0.000
2018-01-10 06:00:00 -3.032 3.486 10000.000 -2.664 91.065 0.001 0.000
2018-01-10 07:00:00 -2.645 4.732 10000.000 -1.731 86.918 0.001 0.000
2018-01-10 08:00:00 -4.103 3.604 10000.000 -1.702 85.928 0.151 0.000
2018-01-10 09:00:00 -3.079 3.976 10000.000 -1.270 84.762 0.114 0.000
2018-01-10 10:00:00 -3.792 4.670 10000.000 -1.174 83.808 0.001 0.000
2018-01-10 11:00:00 -2.875 5.225 10000.000 -1.055 84.941 0.101 0.000
2018-01-10 12:00:00 -2.562 7.257 10000.000 -0.978 84.919 0.050 0.000
2018-01-10 13:00:00 -2.827 6.746 10000.000 -0.674 84.706 0.473 0.000
2018-01-10 14:00:00 -2.213 8.013 10000.000 -0.084 86.048 0.807 58.927
2018-01-10 15:00:00 -1.841 8.032 10000.000 0.631 90.039 0.860 126.045
2018-01-10 16:00:00 -1.424 8.261 10000.000 1.514 93.949 0.950 139.994
2018-01-10 17:00:00 -1.908 7.806 10000.000 2.642 92.140 1.000 130.304
2018-01-10 18:00:00 -0.792 8.362 10000.000 2.707 94.048 1.000 131.540
2018-01-10 19:00:00 -0.647 6.776 10000.000 2.976 94.005 1.000 114.405
2018-01-10 20:00:00 -0.228 6.906 10000.000 3.458 93.318 1.000 81.327
2018-01-10 21:00:00 0.178 7.778 10000.000 3.728 92.770 1.000 37.964
2018-01-10 22:00:00 -0.470 7.623 10000.000 3.821 91.989 1.000 0.000
2018-01-10 23:00:00 -0.348 7.571 10000.000 3.860 91.923 0.918 0.000
2018-01-11 00:00:00 -0.160 7.399 10000.000 4.005 91.598 0.909 0.000
2018-01-11 01:00:00 -0.518 6.614 10000.000 3.769 91.960 0.627 0.000
2018-01-11 02:00:00 -0.335 6.860 10000.000 3.953 90.893 0.802 0.000
2018-01-11 03:00:00 -0.230 7.545 10000.000 4.535 88.492 0.960 0.000
2018-01-11 04:00:00 -0.422 8.220 10000.000 4.682 87.956 1.000 0.000
2018-01-11 05:00:00 -0.225 8.093 10000.000 4.707 87.805 0.981 0.000
2018-01-11 06:00:00 -0.183 7.913 10000.000 4.838 88.339 0.879 0.000
2018-01-11 07:00:00 0.533 7.986 10000.000 5.048 87.819 0.849 0.000
2018-01-11 08:00:00 0.510 7.398 10000.000 4.914 88.152 0.870 0.000
2018-01-11 09:00:00 0.003 7.959 10000.000 5.061 88.516 0.991 0.000
2018-01-11 10:00:00 0.246 8.035 10000.000 5.067 88.299 1.000 0.000
2018-01-11 11:00:00 0.624 8.187 10000.000 5.051 89.822 1.000 0.000
2018-01-11 12:00:00 0.191 8.144 10000.000 5.106 89.520 0.990 0.000
2018-01-11 13:00:00 0.202 8.372 10000.000 5.023 89.811 0.805 0.000
2018-01-11 14:00:00 -0.458 8.644 10000.000 5.112 89.589 0.485 79.699
2018-01-11 15:00:00 0.340 8.448 10000.000 5.304 90.169 0.445 191.751
2018-01-11 16:00:00 -1.270 9.432 10000.000 5.600 89.433 0.335 287.371
2018-01-11 17:00:00 -0.067 8.117 10000.000 6.001 88.338 0.661 291.523
2018-01-11 18:00:00 0.398 8.087 10000.000 5.909 90.914 0.938 175.300
2018-01-11 19:00:00 0.487 5.778 10000.000 5.432 94.423 1.000 115.445
2018-01-11 20:00:00 0.143 5.483 10000.000 5.504 93.918 0.980 91.506
2018-01-11 21:00:00 -0.578 7.245 10000.000 5.370 96.267 1.000 38.915
2018-01-11 22:00:00 -1.311 7.537 10000.000 5.315 96.563 1.000 0.000
2018-01-11 23:00:00 -1.331 7.477 10000.000 5.423 96.389 1.000 0.000
2018-01-12 00:00:00 -0.756 7.745 10000.000 5.646 96.456 1.000 0.000
2018-01-12 01:00:00 0.517 7.377 10000.000 5.809 96.930 1.000 0.000
2018-01-12 02:00:00 -0.660 7.763 10000.000 5.830 97.315 1.000 0.000
2018-01-12 03:00:00 1.122 5.451 10000.000 5.828 98.873 1.000 0.000
2018-01-12 04:00:00 1.013 5.816 10000.000 6.056 97.983 0.932 0.000
2018-01-12 05:00:00 -0.388 6.747 10000.000 6.023 98.329 0.870 0.000
2018-01-12 06:00:00 0.756 6.831 10000.000 5.879 98.038 0.879 0.000
2018-01-12 07:00:00 0.834 7.187 10000.000 6.146 97.742 0.860 0.000
2018-01-12 08:00:00 0.056 6.037 10000.000 6.010 96.981 1.000 0.000
2018-01-12 09:00:00 -0.255 6.368 10000.000 5.885 96.748 0.637 0.000
2018-01-12 10:00:00 3.374 4.013 10000.000 7.813 84.278 1.000 0.000
2018-01-12 11:00:00 4.243 1.810 10000.000 4.596 100.000 1.000 0.000
2018-01-12 12:00:00 3.336 -2.286 10000.000 5.575 100.000 1.000 0.000
2018-01-12 13:00:00 3.893 -2.608 10000.000 5.998 96.103 1.000 0.000
2018-01-12 14:00:00 1.529 -10.017 10000.000 1.521 94.770 1.000 32.632
2018-01-12 15:00:00 0.410 -11.010 10000.000 0.604 94.837 1.000 77.085
2018-01-12 16:00:00 0.248 -7.978 10000.000 -0.016 93.037 1.000 112.274
2018-01-12 17:00:00 -0.174 -7.812 10000.000 -0.689 94.795 1.000 132.025
2018-01-12 18:00:00 -0.112 -7.448 10000.000 -1.751 95.734 1.000 133.507
2018-01-12 19:00:00 -0.976 -7.273 10000.000 -2.465 91.986 1.000 116.525
2018-01-12 20:00:00 -1.895 -7.596 10000.000 -3.011 91.251 1.000 83.458
2018-01-12 21:00:00 -2.473 -7.682 10000.000 -3.720 91.262 1.000 39.895
2018-01-12 22:00:00 -1.383 -7.394 10000.000 -4.378 90.710 1.000 0.000
2018-01-12 23:00:00 -2.268 -8.791 10000.000 -4.781 90.807 1.000 0.000
2018-01-13 00:00:00 -3.573 -9.836 10000.000 -4.801 88.980 0.960 0.000
2018-01-13 01:00:00 -2.724 -8.827 10000.000 -5.369 90.983 1.000 0.000
2018-01-13 02:00:00 -4.206 -9.427 10000.000 -5.617 87.771 1.000 0.000
2018-01-13 03:00:00 -4.095 -8.306 10000.000 -5.999 86.923 0.960 0.000
2018-01-13 04:00:00 -3.835 -8.427 10000.000 -6.074 84.482 0.920 0.000
2018-01-13 05:00:00 -4.032 -8.649 10000.000 -6.408 80.347 0.961 0.000
2018-01-13 06:00:00 -1.930 -7.749 10000.000 -7.009 82.288 0.961 0.000
2018-01-13 07:00:00 -1.121 -7.748 10000.000 -7.080 79.405 0.961 0.000
2018-01-13 08:00:00 -0.978 -7.274 10000.000 -7.532 79.154 0.922 0.000
2018-01-13 09:00:00 -1.532 -7.344 10000.000 -7.653 74.659 0.844 0.000
2018-01-13 10:00:00 -0.622 -6.760 10000.000 -7.733 76.514 0.844 0.000
2018-01-13 11:00:00 -0.551 -6.637 10000.000 -8.084 78.418 0.482 0.000
2018-01-13 12:00:00 -0.328 -6.741 10000.000 -8.258 77.481 0.604 0.000
2018-01-13 13:00:00 0.242 -9.025 10000.000 -8.402 79.101 0.709 0.000
2018-01-13 14:00:00 -0.069 -9.032 10000.000 -8.415 77.468 0.660 73.562
2018-01-13 15:00:00 -0.148 -9.021 10000.000 -8.116 77.566 0.646 175.030
2018-01-13 16:00:00 0.206 -9.136 10000.000 -7.899 75.962 0.690 244.608
2018-01-13 17:00:00 0.681 -8.412 10000.000 -7.962 73.577 0.750 268.095
2018-01-13 18:00:00 0.550 -7.877 10000.000 -7.625 77.966 0.808 248.175
2018-01-13 19:00:00 2.471 -7.757 10000.000 -7.686 74.823 0.922 164.512
2018-01-13 20:00:00 3.003 -7.085 10000.000 -7.493 71.402 0.880 133.464
2018-01-13 21:00:00 3.878 -6.962 10000.000 -7.614 69.797 0.838 71.133
2018-01-13 22:00:00 3.506 -6.747 10000.000 -7.786 68.471 0.838 0.000
2018-01-13 23:00:00 2.948 -6.711 10000.000 -7.973 67.152 0.788 0.000
2018-01-14 00:00:00 2.476 -5.409 10000.000 -8.404 66.339 0.577 0.000
2018-01-14 01:00:00 2.422 -5.626 10000.000 -8.680 68.653 0.487 0.000
2018-01-14 02:00:00 2.094 -5.059 10000.000 -8.675 70.550 0.808 0.000
2018-01-14 03:00:00 0.678 -5.625 10000.000 -9.157 72.951 0.738 0.000
2018-01-14 04:00:00 0.668 -5.490 10000.000 -9.062 71.947 0.688 0.000
2018-01-14 05:00:00 -0.642 -4.629 10000.000 -9.585 76.081 0.764 0.000
2018-01-14 06:00:00 2.612 -3.342 10000.000 -9.907 77.385 0.351 0.000
2018-01-14 07:00:00 3.054 -2.630 10000.000 -10.226 78.365 0.250 0.000
2018-01-14 08:00:00 3.503 1.804 10000.000 -8.898 79.567 0.511 0.000
